Time,Username,Location,Tweet Content
2019-11-06 19:01:52,Nova Scotia Ron,,RT @halifaxbloggers: NEW: Adam Baldwin  amp  Friends at the Marquee Ballroom in Halifax  Trev s Show Thoughts  amp  Shots:   t co msAoAuNDnx  music  livemusic  review  photos @HAFILAXtweets @AdamaBaldwin   t co xftTzoOUm5
2019-11-06 19:01:41,Yvette d Entremont,K jipuktuk  Halifax ,RT @tarynalgrant: Lack of funding means Nova Scotia isn t election ready until 2021: chief electoral officer   t co ve9rtA6YOh  nspoli
2019-11-06 19:01:35,lawyermitch,,Extra curricular activities may not be covered by child support  but costs are often shared   FamilyLawToGo  Halifax   t co P0XXYApZBv
2019-11-06 19:01:27,Halifax Chamber,Halifax,RT @rebeccadaviso17: Check out my latest article: Visiting the Boys  amp  Girls Clubs of Halifax   t co MwXZmVGdIH via @LinkedIn
2019-11-06 19:00:43,lokol com Halifax,,Truck driver charged after collision with school bus sends two t    t co YUyTIiGuvJ  lokol  halifax
2019-11-06 19:00:28,Halifax Libraries,Halifax  Nova Scotia  Canada,Closure notice: On November 11  all branches and departments of  Halifax Public Libraries will be closed for Remembrance Day    t co t9lL6pJIe5
2019-11-06 19:00:21,Brayden Doucet,Halifax  Nova Scotia,RT @TSNDaveNaylor: Schooner Sports and Entertianment has informed the NHL it plans to formally begin a proposal to host an NHL heritage classic in Halifax  pending approval of the CFL stadium proposal by regional council at a December vote   CFL  NHL
2019-11-06 19:00:08,everylothfx,Halifax  Nova Scotia,11 Cowlow Cove Dr  Boutiliers Point  Halifax   t co VSnrJfxuf3
2019-11-06 19:00:03,The Globe and Mail,Canada,Special constable testifies she noticed nothing unusual when she checked on man who died in Halifax jail   t co hfSYDqW4vA   t co 7RrDtdzFr6
2019-11-06 19:00:03,CTV Atlantic,Maritime Provinces  Canada,Officer says she noticed nothing unusual with man who died in Halifax jail cell   t co hoyeVt1AXw
2019-11-06 19:00:00,Halifax Bloggers,Halifax  Nova Scotia K jipuktuk,NEW: Adam Baldwin  amp  Friends at the Marquee Ballroom in Halifax  Trev s Show Thoughts  amp  Shots:   t co msAoAuNDnx  music  livemusic  review  photos @HAFILAXtweets @AdamaBaldwin   t co xftTzoOUm5
2019-11-06 18:59:28,Polly Politics,,RT @Neilfax: @Boredstoopid @LeaveEUOfficial Here s what voting for the Brexit party candidate in Halifax will do  Very good for the local area and Sarah served in the RAF  Brexit party candidates are like her across the board genuine  normal people who just want change    t co B1B5kqSDA7
2019-11-06 18:59:14,Stephen Radzik,,@Hanrald CharliePlaysGuitars is not only my fav streamer but my fav musician of all time  Based outta Halifax  Usually streams Mon Tue  Wed at 7pm Eastern 8 Atlantic  Charlie A Court is his irl name  His songs are amazing  Guitar skills incredible and powerful lungs to boot 
2019-11-06 18:59:12,Alistair Rattray,,@jones itfc @IpsRich @StadiumHoppers @richcrick @TomAuger12 It makes sense to me  unless you are trying to do the 92  in which case has to be current only for obvious reasons  I m still counting Bury too  I was at Halifax a couple of weeks ago so hope they go up    
2019-11-06 18:58:58,Halifax ReTales,Halifax  Nova Scotia,@katieyingram Thanks yeah just hadn t got around to posting but another freshly squeezed has already been in Halifax Shopping Centre for a few years
2019-11-06 18:58:25,David Mair,Bristol  UK   Ibiza ,@HalifaxBank If you are thinking of joining this bank think again   they have no customer loyalty and their communication is awful  Feel used and abused by them  Halifax
2019-11-06 18:57:00,QueenPins,Halifax  Nova Scotia,Be inspired by the words of women speakers  network with Halifax s top business leaders  and help support a worthy local charity   It all is happening TOMORROW    Tickets are still available but are going fast  Will we see you there          t co pJrrxhVnOp   t co 9u7vrTWRY7
2019-11-06 18:56:04,Zohrah Zancudi,Halifax  Calderdale,RT @VicTheatre: Christmas is coming  Pop down to Halifax Central Library to see our new Beauty and the Beast display  This year s panto is set to be bigger and better than ever before  Book your tickets now at   t co EZhG7GPS3N   t co h4vW6gnHMt
2019-11-06 18:55:27,The Crystal Kirby,,@FriendlyLeonar1 @YuGiOhNewsTCG @KONAMIFR @YuGiOhTCGEU @Konami @KonamiUK @konamieu @KonamiGamingInc @YuGiOh OCG INFO @YuGiOh INS INFO @yu gi oh jp @YuGiOh TCG SP She died got revived galatea and then got fused within idlee with justiciar to become justiciar  as shown in guardragon reincarnation 
2019-11-06 18:55:15,I    I I    V ,Halifax  Nova Scotia,RT @TheRoseZack: For the first time in my nearly 13 years in  Halifax  I m cycling to work  5 km  almost entirely  90   on  bikelanes and  BarringtonStreetGreenway in under 15 minutes   Experiencing first hand the value and safety of increased cycling infrastructure in  Halifax   t co msfxg15ep0
2019-11-06 18:55:07,TrafficNS,NS  Canada,Road construction will take place on Forest Hills Parkway tomorrow from Main Street to Chameau Crescent  Lane drops and occasional stop and go traffic will be in place while work is underway  Expect delays    t co tOwVLKxI1T  via @hfxgov 
2019-11-06 18:54:56,Bethanie Yeong,Leeds,You can buy my papercut works at @AGSSheffield in Sheffield  @FabricationLDS in Leeds  Authenitc in Uppermill and The Handmade Gift Shop in Halifax  These are all independent Shops supporting local artists  lt 3  WhereYouShopMatters   t co 8plJqo1Ugl
2019-11-06 18:54:42,HMG,Hull,@HalifaxBank automated message left from Halifax fraud prevention team  saying debit card being used  and requesting a call back to 03330 459574  Is this legit please 
2019-11-06 18:54:40,MARIAGRAZIA FORCOLIN,,RT @HfxRegPolice:  SeniorSafety is always important  Consider connecting with @HfxRegPolice Seniors Home Safety Program  Trained volunteers will visit you and offer advice on how to make your home safer    To learn more  visit   t co xkpzGsYFyB   t co 9hdlAorJo2
2019-11-06 18:54:01,Ellie   ,Wakefield  England,RT @WTrinityRL:   Great to have you back for 2020  @AdzyTangata       The prop forward has signed on a season long loan deal from @Halifax RLFC   Adz is proudly sponsored by Lesley  Erin  Sally  amp  Sue    t co bwSEW7iw3I   t co 360NNQmKyb
2019-11-06 18:53:06,Down  boys ,Halifax  Nova Scotia,RT @TheRoseZack: For the first time in my nearly 13 years in  Halifax  I m cycling to work  5 km  almost entirely  90   on  bikelanes and  BarringtonStreetGreenway in under 15 minutes   Experiencing first hand the value and safety of increased cycling infrastructure in  Halifax   t co msfxg15ep0
2019-11-06 18:52:59,Nuri  Nursultan Sulaimanov,Halifax  Nova Scotia,@stp greenhouse Dear @stp greenhouse Team  I hope you are doing well  I am a graduate student at Saint Mary s University  Halifax  On November 20th  Thursday our student group will visit your office  amp  I am excited to meet you guys in person and learn more about your community projects  ThankU 
2019-11-06 18:52:25,Joel Sellers,Nova Scotia,RT @globalhalifax: The tree is a thank you gift to Boston for sending medical personnel and supplies after 2 000 were killed and hundreds more affected by the Halifax explosion    t co v2TJRJOrYu
2019-11-06 18:52:08,LeeAnn Lambert,Massachusetts  USA,RT @CarolMarkets: Check out my blog about visiting @HalifaxHealth  where I saw first hand how MEDITECH Expanse is improving the care experience for providers and patients    blog    t co 246GOVzFEv
2019-11-06 18:51:39,Maria   aka AVA   Madison   YVR  Vancouver,Vancouver    FMTY ,@Dirtystephanie1 Omg so sorry that should say HOT in Halifax   Please don t hit me      
2019-11-06 18:51:38,Colleen Ryan,Halifax  Nova Scotia,Check out the latest property stats for HRM  Call me     halifaxisHOT  halifax  halifaxrealestate  colleenryan  callme  royallepageatlantic   t co WFS1G74Vq6
2019-11-06 18:51:01,Taryn Grant,K jipuktuk  Halifax ,Lack of funding means Nova Scotia isn t election ready until 2021: chief electoral officer   t co ve9rtA6YOh  nspoli
2019-11-06 18:49:46,GO Smart Media ,Canada,HALIFAX TOUR GUYS wishes to sincerely thank all those who took our private guided tours of Halifax NS  Peggy s Cove Nova Scotia in 2019  Look for new and exciting tours of Nova Scotia in 2020   halifaxtours  peggyscove  @HfxPartnership @novascotia      t co eSien3uOEE
2019-11-06 18:48:49,cindy anthony,,RT @AAMAC1989:  AAMAC  s Halifax Support Group will be having a Pot Luck Christmas Brunch     :                                :      For further information  please email gwenb@eastlink ca   t co 1HPm9zohLc
2019-11-06 18:48:21,Advocis,Canada,RT @glegault guy: Meeting with members in Ottawa with  @CALUcanada  chair Roger Sinclair and  @Advocis  board member Kevin Williams to discuss innovative advanced planning solutions  Off to Montreal tomorrow and Halifax Friday    t co gSiZrKtM47
2019-11-06 18:48:06,RCAF,Canada, Takeoff with us on this  RotorWing  Wednesday   Pilots from HMCS HALIFAX s embarked CH 148 Cyclone helicopter prepare to take off during Exercise DYNAMIC MARINER as part of Operation REASSURANCE  in the Atlantic Ocean on October 16  2019   RCAF  helicopter  marine   t co BaNV34x6y5
2019-11-06 18:47:58,Chris Pudsey,Canada,@Trege33 @CFL I m all for a  CFL team and stadium in  Halifax as well  as long as the taxpayers arent on the hook for paying for the stadium 
2019-11-06 18:47:38,Lara Clarke,Ottawa,RT @WiDS Canada: We are thrilled that longtime WiDS supporter and Chief of the Defence Staff @CDS Canada CEMD Jonathan Vance will be joining us for our Fall Reception in  Ottawa next week with the Halifax Peace With Women Fellowship  Register at   t co rHslpBUfoM    t co Cq2GrcR7ju
2019-11-06 18:47:34,d81long,,RT @NS Archives: Ruins of the Poors  Asylum  or Poor House  in Halifax  On November 6  1882 a fire broke out in the kitchen of the asylum destroying the building and killing 31 people   t co IOaWtuAVRH
2019-11-06 18:47:21,Denis Lapointe,Ottawa  On  Canada,RT @Fix Our Schools: Nova Scotia  has not required schools in larger population centres like  Halifax   Dartmouth  amp   Sydney to test for lead   and there is no comprehensive repository of lead test results accessible to the  public     NSed   t co NWAIN1LlxM
2019-11-06 18:46:34,Kathryn  Bond,Otley  England,RT @CHFTstammering: Today we delivered our Stammer Friendly School Training to representatives from 20 local schools  A brilliant afternoon with great engagement  ideas and feedback from all involved   stammering  itsoktostammer  raisingawareness  Halifax  Huddersfield   t co QPl343lChk
2019-11-06 18:46:33,Mike Murphy,Punamu kwati j  Dartmouth  NS ,Surveys  Fuck your survey Halifax  Fuck you  Fuck your illegitimate governance and your natural by design inabilities  Fuck your leading questions and your prepackaged top down bullshit  Fuck this colony of colonies  fuck upper Canadian governance  Monsters  sociopaths   hfxpoli   t co HjwTRhqTgl
2019-11-06 18:46:22,ABC 13 News   WSET,Lynchburg  VA,RT @KyleMWilcoxTV: The 1  sales tax referendum passed in Halifax County last night  Students and faculty at the school are calling it a big victory @ABC13News   t co kYqXXoLCi2
2019-11-06 18:46:17,Patrick Sullivan,Halifax  Nova Scotia,RT @rebeccadaviso17: Check out my latest article: Visiting the Boys  amp  Girls Clubs of Halifax   t co MwXZmVGdIH via @LinkedIn
2019-11-06 18:45:10,Trege Wilson,Halifax  Nova Scotia,I fully support a @CFL team in  Halifax I m not a fan of the  CFL however i think it would be good for the city and open up for more pro teams  better concerts and bigger events which would create more revenue for the city   t co Kd91jQNfbr
2019-11-06 18:44:53,Laura Wheeland,St  John s  Newfoundland and L,RT @SigridKuehnemu1: Job openings on WWF Canada s Ocean Conservation Team   Senior Specialist position in Montreal or Halifax and Specialist position in St  John s   More info on our Careers page:   t co kdk9X2UHwn   t co KCDmZLAJlG
2019-11-06 18:44:35,Doug Chiasson,Ottawa  Ontario,RT @SigridKuehnemu1: Job openings on WWF Canada s Ocean Conservation Team   Senior Specialist position in Montreal or Halifax and Specialist position in St  John s   More info on our Careers page:   t co kdk9X2UHwn   t co KCDmZLAJlG
2019-11-06 18:44:30,MT  Monster Trash,Nova Scotia  Canada,RT @NS Archives: Ruins of the Poors  Asylum  or Poor House  in Halifax  On November 6  1882 a fire broke out in the kitchen of the asylum destroying the building and killing 31 people   t co IOaWtuAVRH
2019-11-06 18:44:16,Christine Parent,Boston  MA,RT @CarolMarkets: Check out my blog about visiting @HalifaxHealth  where I saw first hand how MEDITECH Expanse is improving the care experience for providers and patients    blog    t co 246GOVzFEv
2019-11-06 18:44:00,League Express,United Kingdom,DONE DEAL  Wakefield confirm the signing of forward Adam Tangata on a season long loan from Halifax    t co Tcmd5HtQIA
2019-11-06 18:43:13,Fix Our Schools,,Nova Scotia  has not required schools in larger population centres like  Halifax   Dartmouth  amp   Sydney to test for lead   and there is no comprehensive repository of lead test results accessible to the  public     NSed   t co NWAIN1LlxM
2019-11-06 18:42:55,Carolyn,Sackville  Nova Scotia,RT @Q104Halifax: Know this guy  @HfxRegPolice  need help identifying a man responsible for 12 thefts from stores in  Halifax over the last month  If you have info about his identity call police at 902 490 5020  Anonymous tips can be sent to Crime Stoppers by calling tollfree1 800 222 TIPS  8477    t co pOhgX5xSDr
2019-11-06 18:42:45,Rocket Reviews,Alamogordo  NM,The next pubg pro team: Ham over Potatoes Featuring @swagger @Halifax @TSM Break and @hambinooo
2019-11-06 18:42:42,Gerry Straathof,small changes to the local space time compendium may affect your willingness to STFu ,RT @dogisland69: Go fill out this survey about Halifax grey market hotels like AirBNB so that the small business tyrants can t just stuff the virtual ballot box:    t co 50HREoWtTD
2019-11-06 18:42:21,Dylan Penner,Algonquin Anishinabe territory,RT @angiles: Media conference happening now in  Halifax  celebrating Municipalites who have passed resolutions calling for an inquiry into offshore oil and gas  ProtectOffshoreNS  NSpoli   t co mbG4iynVAN
2019-11-06 18:42:19,Lynn,,@stand movie @stand movie will play in Victoria  Nanaimo  Vancouver  Mission  Calgary  Edmonton  Saskatoon  Regina  Winnipeg  Windsor  London  Guelph  Hamilton  Vaughan  Toronto  Barrie  Ajax  Ottawa  Montreal  Laval  Quebec City  St Foy  Halifax   amp  St  John s  canlab  StandMovieMusical
2019-11-06 18:41:54,Dylan Penner,Algonquin Anishinabe territory,RT @RobinTress: This week Mayor Sheila Davis  amp  Councillor @Surfrider Manager John Davis are coming to  Halifax to tell us how the fight against offshore drilling in the US has municipal govs and communities front and centre  Hoping folks at @nsfedmuni take a look at the piece by these 2 
2019-11-06 18:41:51,Feed Nova Scotia,Halifax  NS,RT @globalhalifax: @TwitCoast is launching the first Halifax Taco Week  November 14 20  A week of unique taco offerings across the city raising funds for Feed Nova Scotia    t co d7ixFkgWHV
2019-11-06 18:41:46,Dylan Penner,Algonquin Anishinabe territory,RT @RobinTress:  I am a fisherman s daughter and a fisherman s wife   says Linda Gregory  Deputy Warden of Municipality of Digby  Like 11 other munis  here is  calling for an inquiry into offshore drilling  protectoffshorens  halifax   t co iYfvdXAAu3
