Title,Author,Time,News Content
"Doughnut hustle not so hot now, 'chalkbus,' Blackbeard's remittance: News from around our 50 states","USA TODAY, From USA TODAY Network and wire reports, USA TODAY",2019-11-05T07:51:09Z,"Tucson votes on becoming first sanctuary city in Arizona, Iowa students get super-temporary ID cards for Election Day, and more"
HIV+ women more likely to experience menopause early - ANI News,,2019-11-06T08:45:00Z,"Washington D.C. [USA], Nov 6 (ANI): While advancements in the medical field have ensured a longer life expectancy for women detected HIV+, it, however, has exposed them to the risk of entering menopause transition early -- three years younger than the general…"
From Canada’s Election to Public Action: Beyond the Moral Tumor of Alberta Tar-Sands,Prof. John McMurtry,2019-11-06T03:36:35Z,"For months during and after Canada’s 2019 federal election campaign, corporate media provided daily frontline news space for non-stop Alberta demands for more tar-sands export infrastructure through British Columbia, as well as discrediting stories on the Tru…"
HIV+ women more likely to experience menopause early - ANI News,,2019-11-06T08:45:00Z,"Washington D.C. [USA], Nov 6 (ANI): While advancements in the medical field have ensured a longer life expectancy for women detected HIV+, it, however, has exposed them to the risk of entering menopause transition early -- three years younger than the general…"
8 Ways You Can Help Your Children Succeed at School,Boris Cumbo,2019-11-01T12:52:58Z,"At a tender age, children are naturally curious to learn about things surrounding them. It’s at that point, at home, that learning starts, necessitating the need … The post 8 Ways You Can Help Your Children Succeed at School appeared first on The Frisky."
Doug Ford says he’ll ‘get it right’ after backing down on controversial funding cuts,"Robert Benzie - Queen's Park Bureau Chief,Rob Ferguson - Queen's Park Bureau,Kristin Rushowy - Queen's Park Bureau",2019-11-04T23:09:00Z,"From cancelling planned welfare cuts for vulnerable children and abandoning regional government reform to retreating on the Toronto subway upload, the Tories are putting problems behind them as they look toward Wednesday’s fall economic statement."
ICCR to organize 3-day ‘Takhat Darshan Yatra’ for Sikh youths from 10 nations,Nupur Rawat,2019-11-02T06:12:59Z,"To mark the 550th birth anniversary of Guru Nanak Dev, the founder of Sikhism, the Indian Council for Cultural Relations (ICCR) will be organizing a three-day ‘Takhat Darshan Yatra’ for Sikh youths from various countries as part of its birth anniversary celeb…"
From Lost to Belonging,jgray,2019-11-01T20:49:00Z,"Amanda Coolidge, BCcampus, OpenEd19, Nov 01, 2019 People really liked this keynote, and I can see why, but it doesn't really resonate with me. The core message is ""How we move forward has to be through collaboration. Find others working on similar projects, l…"
A Map of Inequality in Countries,IMFBlog,2019-11-06T13:33:39Z,"By William Gbohoui, Raphael Lam, and Victor Lledo 
Social and economic inequality between and within regions in countries is rising in many advanced economies and is now at the forefront of the policy debate because of perceptions that some people and places…"
30 Women On How Their Finances Changed After Having Kids,"Bee Quammie and Courtney Shea, written by Bee Quammie and Courtney Shea",2019-11-01T15:27:34Z,"The mat-leave-induced strain on your bank account is tough. And as the kids grow, so do the money woes. We want to know exactly how diapers, formula, ballet lessons, and soccer camps (not to mention the promos for stupidly overpriced but totally irresistible …"
Let the church remain the church,Maclean's,2019-11-04T20:51:30Z,"Michael Coren: Joe Biden was refused communion because of his stance on abortion. When it comes to the Catholic church, where do we draw the line? The post Let the church remain the church appeared first on Macleans.ca."
Saputo Family Makes Visionary $10 Million Donation to Support First-of-its-kind Social Innovation Centre at Concordia University,,2019-11-01T16:08:43Z,MONTREAL--(BUSINESS WIRE)-- #CUpride--Visionary gift of $10 million from Mirella & Lino Saputo Foundation and Amelia & Lino Saputo Jr. Foundation will allow creation of a Concordia first.
"Scientists Declare A Climate Emergency, Warn Of ‘Untold Human Suffering’",Kyla Mandel,2019-11-05T15:00:00Z,"“Scientists have a moral obligation to clearly warn humanity of any catastrophic threat and to ‘tell it like it is,’” says a new report signed by over 11,000 academics."
Ontario’s Cellphone Ban for Students Kicked into Effect Today,Gary Ng,2019-11-04T16:57:57Z,Ontario's cellphone ban in schools has started its first day in the province.
Textbooks could be free if universities rewarded professors for writing them,"James M. Skidmore, Director, Waterloo Centre for German Studies, University of Waterloo",2019-11-05T21:07:01Z,Universities and colleges could eliminate textbook fees if they supported the creation of open educational resources.
Bats live mostly out of sight and out of mind. But their falling numbers are a reason to look up and worry,Patrick M. O'connell,2019-11-05T15:22:55Z,"It's the time of year when ghouls and goblins, mummies and monsters are out in force. But unlike many Halloween creatures, bats live in more than the imagination, making their homes in caves and hollowed-out trees in Illinois and the urban parks of Chicago."
"How I Got My Job: Noma’s Head of Fermentation, David Zilber",Amy McKeever,2019-11-01T15:30:00Z,"The Canadian chef worked his way through restaurant kitchens, and moved to Copenhagen to run the fermentation lab (and write the fermentation book) for Rene Redzepi’s Michelin-starred Noma"
"Temporary Employment in the U.S. to Grow Faster Than All Jobs Through 2025, According to New Job Forecast from TrueBlue and Emsi",,2019-11-01T09:09:22Z,"TACOMA, Wash. & MOSCOW, Idaho--(BUSINESS WIRE)--Forty-two percent of people picking up temporary work take on at least two gigs per week1 and new research shows they will have even more opportunities to choose from. Temporary Help Services is the largest cate…"
Largest Integrated Health Authority in Newfoundland and Labrador Acquires IMS Peer Learning™ to Train Physicians,,2019-11-06T13:32:00Z,"TORONTO, Nov. 6, 2019 /PRNewswire/ -- International Medical Solutions (""IMS"") and Eastern Health have signed an agreement to optimize peer learning for Medical Imaging, along with an option to deliver future peer learning programs to all of Newfoundland and L…"
"Genealogy News Bytes - Friday, 2 November 2019",Randy Seaver,2019-11-01T21:29:00Z,
"Education, privacy, and big data algorithms: Taking the persons out of personalized learning",,2019-11-01T15:37:00Z,"Priscilla M. Regan, Valerie Steeves, First Monday, Nov 01, 2019 This is a detailed article delving deep into the language and presumptions shared by educational foundations and associated articles in EdWeek. I think it would have benefited from a wider range …"
"As a girl, Roya Shams came to Canada from Afghanistan to get an education with help from the Star and its readers. This week, she graduated from university",Sahar Fatima - Staff Reporter,2019-11-02T13:00:00Z,"Roya Shams, now 24, graduated from the University of Ottawa and plans to pursue further education, eventually intending to return home to help empower other girls in her country."
Cleveland Clinic develops calculator to estimate 10-year risk of diabetes complications,,2019-11-05T05:00:00Z,"Patients struggling with type 2 diabetes and obesity are faced with the decision of whether to receive usual medical care or undergo weight-loss surgery. Now, a new risk calculator developed by Cleveland Clinic researchers can show these patients their risks …"
Elusive cancer-related protein captured in flight,,2019-11-04T05:00:00Z,"Scientists have for the first time seen how the MYC protein, which plays a central role in cancer, binds to a key protein and controls important functions in the cell. The study, by researchers in Sweden and Canada, is published in Nature Structural and Molec…"
Cellphone ban takes effect Monday for Ontario students,Desmond Brown,2019-11-03T18:43:54Z,A ban on the use of cellphones in Ontario classrooms comes into effect on Monday.
How legalising cannabis in London would crush violence and the illegal drugs trade,"Siobhan Benita, Siobhan Benita",2019-11-04T16:28:00Z,"Not only would a properly regulated market remove power from gangs and give people access to safer products, but it would also raise millions. Which is why, if I became mayor of the capital, I'd push for decriminalisation"
"Report shows youth not employed or in school face poorer mental, physical health",The Canadian Press,2019-11-05T17:17:42Z,"A new study is offering what it calls a rare look at the health and psychological impacts endured by Canadian youth who are not working, training or studying."
JAMA,,2019-11-05T00:00:00Z,"JAMA Network is a consortium of peer-reviewed print and online medical publications that includes JAMA®, JAMA Network Open, and 11 other specialty journals.JAMA"
PyDev of the Week: Joannah Nanjekye,Mike,2019-11-04T06:05:50Z,This week we welcome Joannah Nanjekye (@Captain_Joannah) as our PyDev of the Week! Joannah is a core developer of the Python programming language. She is also the author of Python 2 and 3 Compatibility. You can find out more about Joannah on here website. Let…
"Seven Things to Do in Metro Vancouver Nov 8-14: Science of Wine, Sound of Music, Shape of Galaxy and more",Shawn Conner,2019-11-05T19:00:40Z,Headlining this week’s picks of things to do in Metro Vancouver is the Arts Club’s first production of The Sound of Music
B.C. investing $2 million to open eight new legal clinics,Jeremy Hainsworth,2019-11-05T15:35:41Z,"Eight new legal clinics will open around B.C. as part of a $2 million investment to improve access to justice, Attorney General David Eby said Nov. 4."
See thousands of dazzling lights illuminating one of Metro Vancouver’s most majestic attractions,Lindsay William-Ross,2019-11-06T19:53:57Z,One of Metro Vancouver's most awe-inspiring attractions will once again shine brightly this holiday season as the dazzling Canyon Lights returns to delight locals and visitors of all ages.
"Canadian youth not employed or in school face poorer mental and physical health, study says",Andy Blatchford - The Canadian Press,2019-11-05T14:02:03Z,"A new study explored the health impacts endured by Canadian youth who are not working, training or studying, and found that they were more likely to have poorer mental and physical health, suicidal thoughts and lower levels of life satisfaction."
"A new Ireland? 1,000 leading people call on Varadkar to lead change",Freya McClements,2019-11-04T02:47:29Z,Representatives of civic society seek dialogue on constitutional future of island of Ireland
Chegg (CHGG) Q3 2019 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribing),2019-11-05T06:31:05Z,"CHGG earnings call for the period ending September 30, 2019."
UK lawmakers warn of 'alarming evidence' of Chinese meddling on university campuses,"James Griffiths, CNN",2019-11-06T05:12:41Z,"British lawmakers have warned of what they say is ""alarming evidence"" of Chinese influence on university campuses, and the potential risks to academic freedom of UK institutions targeting partnerships in China."
Amarin Corporation plc (AMRN) Q3 2019 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribers),2019-11-05T19:30:53Z,"AMRN earnings call for the period ending September 30, 2019."
UK election campaign: Who wants what on EU issues?,Deutsche Welle (www.dw.com),2019-11-06T14:40:00Z,"The vote campaign is underway, and it's likely to be bruising and nasty, with Brexit looming large. Where do the Conservatives, Labour and Liberal Democrats stand on key issues that will also affect ties with the EU?"
Patients battling PTSD are far more likely to suffer suicidal thoughts without cannabis,By Jack Elsom For Mailonline,2019-11-06T14:22:22Z,"A study of Canadians with and without PTSD found that the condition raised the risk of depression or suicidal thoughts among people who didn't use cannabis, but not among those who did."
"End of life carers should have six months paid leave, say experts",,2019-11-04T05:00:00Z,"People who look after loved ones nearing the end of their lives should be entitled to up to six months paid time off work and safeguards for their job so they can return to work, according to academics from the University of Sheffield's School of Nursing and …"
Episode 30: “It’s Only Going to Get More Important” – Amanda Wakaruk and Jeremy deBeer on Crown Copyright in Canada,Michael Geist,2019-11-04T14:05:26Z,"The Canadian copyright review conducted earlier this year heard evidence on a remarkably broad range of issues. One issue that seemed to take committee members by surprise was crown copyright, which captured considerable attention and became the subject of tw…"
Connections at Scale: Networking and Community in Top Online Graduate Programs,ljoyce,2019-11-04T14:27:43Z,"The primary benefits of online graduate programs are clear: there’s the unique flexibility and access that only an entirely online program can offer (study anywhere, any time!) and the much more affordable price tag, both in terms of tuition (disruptive!) and…"
Burnaby museum works to undo erasure of local Indigenous history,Cornelia Naylor,2019-11-01T20:45:16Z,Burnaby Village Museum is taking steps to undo the part it has played in erasing Indigenous history from the place we now call Burnaby.
Mexico Loses On Legal Marijuana,Sol Prendido,2019-11-02T00:19:00Z,The door is open for the growth of black market products      Mexico City - Deferring the legalization of the recreational use of marij...
Prestige Consumer Healthcare Inc (PBH) Q2 2020 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribers),2019-11-01T10:01:05Z,"PBH earnings call for the period ending September 30, 2019."
Is Australia an innovation nation or beneficiary of dumb luck?,Michael Janda,2019-11-01T19:00:00Z,"A recent Harvard study found Australia's economy is less complex than Kazakhstan or Uganda, but is the assessment fair? And, if it is, what can be done to diversify the economy away from its mining dependence?"
